file,gt,pred,score,correct
0101a02.jpg,neutral,fear,0.6679139137268066,False
0101a05.jpg,neutral,fear,0.45865580439567566,False
0101a06.jpg,neutral,fear,0.4587898850440979,False
0111b01.jpg,happy,happy,0.3230360746383667,True
0111b02.jpg,happy,fear,0.4834485650062561,False
0111b03.jpg,happy,fear,0.40767279267311096,False
0111b05.jpg,happy,fear,0.3317086398601532,False
0111b06.jpg,happy,happy,0.4727143943309784,True
0111c03.jpg,sad,fear,0.6888164281845093,False
0111c06.jpg,sad,fear,0.6987597942352295,False
0111d02.jpg,angry,fear,0.3962209224700928,False
0111d03.jpg,angry,fear,0.44008323550224304,False
0111e02.jpg,disgust,disgust,0.3546111583709717,True
0111e03.jpg,disgust,disgust,0.4117294251918793,True
0111e04.jpg,disgust,disgust,0.3058103919029236,True
0111f01.jpg,fear,fear,0.6775243878364563,True
0111f02.jpg,fear,fear,0.4640961289405823,True
0111f03.jpg,fear,fear,0.6366136074066162,True
0111g03.jpg,surprise,fear,0.7222568988800049,False
0111g04.jpg,surprise,fear,0.6060404181480408,False
0121b01.jpg,happy,happy,0.3389590382575989,True
0121b02.jpg,happy,happy,0.5510334968566895,True
0121b03.jpg,happy,happy,0.7389849424362183,True
0121c01.jpg,sad,fear,0.5376509428024292,False
0121c02.jpg,sad,fear,0.41888970136642456,False
0121c03.jpg,sad,fear,0.6123538017272949,False
0121d02.jpg,angry,fear,0.5854812860488892,False
0121d03.jpg,angry,fear,0.5766699314117432,False
0121e01.jpg,disgust,disgust,0.5611125230789185,True
0121e02.jpg,disgust,disgust,0.4572290778160095,True
0121e04.jpg,disgust,disgust,0.5103673338890076,True
0121f01.jpg,fear,fear,0.7454208731651306,True
0121f03.jpg,fear,fear,0.5527567267417908,True
0121f05.jpg,fear,fear,0.6145697832107544,True
0121g01.jpg,surprise,fear,0.48769819736480713,False
0121g04.jpg,surprise,surprise,0.42690932750701904,True
0131c01.jpg,sad,fear,0.5069938898086548,False
0131c02.jpg,sad,fear,0.5791107416152954,False
0131d01.jpg,angry,fear,0.6154772639274597,False
0131e02.jpg,disgust,disgust,0.39902886748313904,True
0131e03.jpg,disgust,fear,0.5270897746086121,False
0131e04.jpg,disgust,disgust,0.3580838739871979,True
0131f01.jpg,fear,fear,0.610049843788147,True
0131f03.jpg,fear,fear,0.573462188243866,True
0131f05.jpg,fear,fear,0.6839752793312073,True
0131g04.jpg,surprise,surprise,0.35669150948524475,True
0201a09.jpg,neutral,neutral,0.5344721078872681,True
0201a11.jpg,neutral,neutral,0.583450198173523,True
0201a16.jpg,neutral,neutral,0.5919678211212158,True
0211b02.jpg,happy,happy,0.5064679384231567,True
0211b07.jpg,happy,happy,0.919906497001648,True
0211c12.jpg,sad,sad,0.42825672030448914,True
0211c14.jpg,sad,sad,0.456493079662323,True
0211c16.jpg,sad,disgust,0.4986181855201721,False
0211d20.jpg,angry,angry,0.764842689037323,True
0211d21.jpg,angry,angry,0.6406419277191162,True
0211d22.jpg,angry,angry,0.7262266874313354,True
0211e11.jpg,disgust,disgust,0.38710975646972656,True
0211e12.jpg,disgust,disgust,0.47456201910972595,True
